shap_hours_since_last_login,shap_km_from_last_login,shap_velocity_kmh,shap_velocity_kmh_log,shap_impossible_velocity_flag,shap_is_new_device,shap_failed_attempts_1h,shap_failed_attempts_6h,shap_failed_attempts_24h,shap_failed_attempts_ratio,shap_session_duration_sec,shap_actions_per_minute,shap_time_to_first_action_sec,shap_account_age_days,shap_hour_deviation_from_mean,shap_hour_of_day,shap_day_of_week,shap_is_weekend,shap_is_night,fraud_probability,is_fraud,predicted_fraud,top_feature
-0.3584102,-0.2706564,-0.6366754,0.034911845,0.0014669055,3.3832731,-0.31358835,-0.031752948,-0.3074765,0.8068153,0.21036433,6.179082,1.0220509,-0.34060785,0.74386835,-0.0851067,-0.09763458,0.05244172,-0.34954405,0.9999293,1,1,actions_per_minute
-0.3706425,-0.25053915,-0.81200624,0.02644906,0.002312948,4.8891597,0.034885257,-0.0014197791,-0.4423827,-0.08796859,-0.16877908,-0.80047846,3.2153227,-0.49747106,0.49036476,0.24969582,0.14361726,0.097870216,0.046881504,0.9965971,1,1,is_new_device
1.5166342,5.1408544,0.83838135,0.08494801,0.0020701075,-1.247422,0.043153062,0.083151415,0.120545745,-0.20480512,-0.46197972,-0.5381617,-1.2875416,-0.2548089,0.08233594,0.28893873,-0.025700008,0.1157117,0.014610638,0.9855962,1,1,km_from_last_login
1.3404799,4.0717983,0.47915477,0.19033343,0.0022503918,-1.0871981,-0.55016005,-0.42045155,-0.8660435,1.3737924,-0.10937377,-1.7302464,-1.3801615,0.08367374,-0.18093853,0.007084741,0.15582559,0.130266,0.017598536,0.80884486,1,1,km_from_last_login
-0.09961782,-0.30201066,-0.77597725,0.0069537912,0.0014216804,3.326513,-0.2957751,-0.05454369,-0.29873717,0.7931501,-0.01660478,5.9948487,2.5690389,0.056205276,0.6678842,-0.09334804,0.12523259,0.043145318,-0.37383145,0.9999862,1,1,actions_per_minute
-0.6855593,-0.4361888,-0.61714166,-0.051217817,0.0027863728,4.1744413,0.034397505,0.013797991,0.106301695,-0.08054713,-0.2801409,3.110524,1.0666049,0.049451303,0.40879056,0.048599754,0.17878933,0.093649365,0.03211409,0.99916255,1,1,is_new_device
-0.73762643,-0.20734967,-0.65557027,0.02183938,0.0025273613,3.393628,0.029185284,-0.01968581,0.086454935,-0.08876767,0.06625947,5.0298877,1.0737998,-0.052909706,0.20593815,0.106565475,-0.057217117,0.10033843,0.028060421,0.99973625,1,1,actions_per_minute
-1.020252,-0.35381764,-0.037522506,0.01931527,0.0015582563,3.403734,-0.30830485,-0.020093659,-0.23770943,0.8274826,0.007216239,5.9932265,1.1449852,-0.093320295,0.74861616,-0.25342327,0.14015138,0.05223864,-0.40369263,0.99992704,1,1,actions_per_minute
0.4275296,-0.22013384,-1.0134625,0.026222257,0.0013925429,2.9691849,-0.31636953,-0.061153747,-0.2802702,0.81067264,0.15522945,6.139257,0.85558486,0.120666355,0.57070076,-0.07936486,0.015380703,0.060829304,-0.35808232,0.999941,1,1,actions_per_minute
0.11978398,4.7921524,0.9457778,0.018938929,0.0022780402,-1.275522,-0.4618906,-0.4055461,-0.6889697,1.1950675,-0.11849349,-0.5304142,-0.66149855,0.1664188,0.24716693,-0.04481591,0.22854954,0.16454676,-1.2609626,0.9127278,1,1,km_from_last_login
-0.4522673,-0.24439889,-0.5862243,0.018490832,0.0013363513,3.4762697,-0.29999274,-0.038008455,-0.22897385,0.75623834,0.09368031,6.2067924,1.1092007,-0.025260795,0.85215086,-0.13445777,0.21025935,-0.64945215,-0.37013918,0.999933,1,1,actions_per_minute
-0.6642812,-0.26758197,-0.46471062,-0.0017496245,0.0013695417,3.3577724,-0.2874156,-0.04938424,-0.2536851,0.79089254,0.14770111,5.88685,2.665988,0.048293095,0.63159573,-0.12623453,-0.09610182,0.04414345,-0.3374479,0.99998224,1,1,actions_per_minute
-0.14707065,-0.5230081,-0.6707339,-0.031108538,0.002327558,3.1658463,0.026084429,-0.124594286,0.042534236,-0.09555105,0.16380462,6.0022874,2.5537841,-0.0850554,-0.69341916,0.014612052,-0.17176796,0.058020957,0.01276519,0.99991846,1,1,actions_per_minute
-0.097175404,-0.28123677,-0.70797515,-0.018519513,0.0019471794,3.5989127,0.02676568,-0.12708832,-0.19263205,-0.07881862,-0.10822417,5.530196,2.7031682,0.07711045,0.21798041,-0.029128605,-0.08356941,0.06129841,0.021513311,0.99997044,1,1,actions_per_minute
0.28351998,-0.3150904,-0.9459664,-0.034349576,0.0018934153,3.4729614,0.033838782,-0.13878694,-0.16099767,-0.0818831,-0.23534727,5.7979383,0.92654884,-0.2972929,0.25593054,-0.4953096,-0.12949862,0.10015841,0.024615971,0.99965715,1,1,actions_per_minute
0.21787319,-0.5214483,-0.6696851,-0.0017113007,0.001374576,3.2761612,-0.3101876,-0.08319834,-0.29264525,0.7664825,0.014053387,5.7849655,2.502972,0.0771933,0.6904548,-0.14111926,-0.08628875,0.04803431,-0.32643536,0.9999808,1,1,actions_per_minute
-0.14044856,-0.26312444,-0.7072092,0.01676906,0.0014216804,3.1399896,-0.290737,-0.033831608,-0.31537294,0.7930501,0.03892996,6.3348503,2.6055832,0.15055309,0.13247715,-0.197759,0.14899439,0.04779322,-0.4940424,0.99998116,1,1,actions_per_minute
-0.648977,-0.23003328,-0.737221,-0.01923576,0.003117265,3.3844821,0.025616955,-0.07415707,-0.1466132,-0.09232572,0.0032834697,6.286207,2.830566,-0.027753418,-0.6746398,0.027043298,0.03677486,-0.4773617,0.013876607,0.99991703,1,1,actions_per_minute
-0.24932922,-0.4336628,-0.57234555,-0.024401383,0.002377941,3.5283554,0.0274349,-0.15753525,0.06769777,-0.07896827,-0.06859142,5.317264,2.6866186,-0.35422474,0.55425453,0.00727268,0.11575338,0.0600939,0.025136257,0.9999685,1,1,actions_per_minute
-0.83732766,-0.27457994,-0.6530103,-0.009519641,0.0042744363,5.217459,0.045387767,-0.19823194,0.1273126,-0.085611925,0.047857355,-1.0871704,1.4980017,-0.017775362,1.2649245,0.09522551,-0.10644166,0.16821007,0.06767594,0.9944119,1,1,is_new_device
-0.35338953,-0.29264328,-0.55495065,0.029233282,0.0014669055,3.4410868,-0.31736964,-0.033361763,-0.2780725,0.8450317,0.18423522,6.0906844,1.365421,-0.3406478,0.8042512,-0.1580929,-0.085156485,0.05780195,-0.3593357,0.9999528,1,1,actions_per_minute
0.4692407,4.0967903,1.6394081,-0.031047782,0.0033133202,-1.6968902,0.046557326,0.1370069,0.22070654,-0.15108503,0.25477874,-0.45800352,-0.43574044,0.25253928,0.23190889,-1.4246534,0.15885542,0.11057478,0.025406053,0.96657646,1,1,km_from_last_login
-1.002647,-0.43561405,0.38373837,-0.1781458,0.0016472617,3.2808769,-0.2886611,-0.052215885,-0.23939508,0.8399097,0.017253054,5.8716316,2.3265414,-0.046672016,0.5147566,-0.19122152,-0.0023310683,0.037859213,-0.392205,0.9999683,1,1,actions_per_minute
0.5055582,-0.35506985,-1.1269493,-0.019861698,0.002813587,5.090363,0.042746108,-0.19308124,0.15391497,-0.07325303,0.13884166,-0.7062574,2.8261197,0.25639158,1.1328502,-0.009627425,0.05062994,0.08069957,0.072602145,0.9995839,1,1,is_new_device
-0.9014195,-0.39022073,-0.44213313,-0.047902204,0.0016260864,3.1358702,-0.24411769,-0.069074355,0.06542835,0.75377077,0.13790908,6.4893084,2.2729185,-0.15084301,-0.54620075,-0.15420689,-0.07251039,0.049120642,0.012482654,0.9999454,1,1,actions_per_minute
-1.0020801,-0.49928832,0.07801436,-0.045965802,0.0015582563,3.30513,-0.3203631,-0.025082987,-0.23366748,0.9026024,0.028322153,5.8764462,1.0522074,-0.1769615,0.761795,-0.27691382,0.121488005,0.051156964,-0.4000129,0.99988985,1,1,actions_per_minute
0.1831248,-0.716057,-0.8446261,0.024011038,0.002276063,5.109714,0.044216476,-0.1480282,0.15301098,-0.086911276,-0.16581944,-0.8861511,1.570502,0.20327297,1.9143358,-0.39201662,0.24938884,0.12400898,0.05308275,0.99817836,1,1,is_new_device
-1.0088499,3.2580392,2.6557298,-0.012343209,0.019697811,2.7782614,0.03673414,0.002668146,-0.23465933,-0.13960594,-0.064963676,-0.39651123,-0.4080964,-0.06656274,-0.34627554,0.026492013,0.06795936,-1.2138206,0.026936796,0.99257654,1,1,km_from_last_login
0.26330683,-0.31199655,-1.0528004,-0.042937197,0.001518666,3.1959472,-0.30586064,-0.04547429,-0.29921067,0.56442696,-0.003780835,6.3365526,2.521502,0.04631471,0.25064757,-0.08954023,0.118825205,0.039715502,-0.4614582,0.99997604,1,1,actions_per_minute
-1.2975168,3.7797012,2.2364974,-0.08396791,-0.10831132,2.3742237,0.03528872,0.029833633,-0.42971236,-0.14862646,-0.24862571,-0.6535486,-0.24787427,-0.09458211,-0.6124321,0.06320606,0.19283064,0.15345885,0.024350714,0.99245304,1,1,km_from_last_login
-0.7424391,4.322123,1.8468411,-0.16789412,0.0066448166,-1.7201548,0.044161092,0.06396457,-0.58415085,-0.27452826,0.10919883,-0.3075881,-0.690721,0.19245496,-0.20034575,0.1899953,-0.035238836,0.18779762,0.027673205,0.8986787,1,1,km_from_last_login
0.25464177,-0.29685026,-0.9388495,-0.037904274,0.0025835235,3.268701,0.026136458,-0.14048168,0.062517874,-0.09508941,-0.036955483,6.410289,2.6975558,-0.4482818,-0.98925966,0.14645627,-0.0060829557,-0.5093667,0.014640132,0.99990845,1,1,actions_per_minute
0.148408,4.824543,1.9595488,-0.015563207,0.0036707101,-1.5390457,0.040985666,0.041223112,-0.37933043,-0.23254041,0.079008915,-0.24364968,-0.721453,-0.19963033,-0.032658804,-0.1553313,-0.06881797,0.1876053,0.020184262,0.97421885,1,1,km_from_last_login
-0.5379844,3.0357559,1.3632106,-0.029113464,0.0026436904,1.9243697,0.037019778,0.021295855,0.114858456,-0.124824844,0.2060179,-0.47674796,-2.723939,0.0172178,0.08727455,-0.14879072,0.27133712,0.13887061,0.062710956,0.9591453,1,1,km_from_last_login
0.5113601,-0.4043628,-1.0168209,-0.040829286,0.0027156374,4.98639,0.03309765,-0.098711886,0.1075014,-0.08649596,-0.034303475,2.0655918,1.081798,0.08198782,0.94659066,0.11800003,0.023357986,0.09240132,0.0301527,0.9997551,1,1,is_new_device
-1.1735526,-0.348402,-0.005929711,0.045914937,0.0041405438,3.2181032,-0.23900461,-0.06535317,-0.1396375,0.68400955,0.19352815,6.1993856,2.4499514,-0.103882425,-0.7470426,0.08696963,0.028806211,-0.42341146,0.011841773,0.9999317,1,1,actions_per_minute
-0.5594377,-0.300454,-0.6255684,-0.007874014,0.0028569289,3.37547,0.033758495,0.011899087,0.086928256,-0.07447136,-0.29064476,5.1651034,0.8001577,-0.19944315,0.9383477,0.0108385235,0.16343866,0.0838314,0.035196934,0.9998093,1,1,actions_per_minute
0.51104367,-0.70452946,-1.066137,-0.027117817,0.0020889023,2.870633,-0.25008866,-0.09438378,-0.2182835,0.6530334,0.24355009,6.352303,2.4188313,-0.31628102,-0.749885,0.087919444,0.0072133206,-0.45378774,0.011336334,0.9998982,1,1,actions_per_minute
-1.1886111,-0.5669846,1.0758305,-0.2052724,0.021190077,3.1075842,-0.25660843,-0.031804368,-0.18579797,0.33693507,0.1993514,6.1290574,2.1605558,-0.20181711,-0.6215907,0.07188615,-0.026541643,0.04315264,0.012431899,0.99994385,1,1,actions_per_minute
0.099292316,-0.24599339,-0.8935979,-0.024129303,0.0014274437,3.2119668,-0.3038362,-0.096675955,-0.24281824,0.4600077,0.12483726,6.1211157,2.447853,0.07491695,0.53347343,-0.114987224,-0.094007686,0.04255638,-0.33919153,0.9999769,1,1,actions_per_minute
1.1868349,3.8916345,0.5776105,0.044855125,0.0031321887,-1.8044151,0.050993655,-0.742825,0.09795289,-0.2526588,0.11651154,-0.5807864,-0.42697284,0.0017029505,-0.06053471,0.066458546,0.015464117,-1.4730458,0.019117258,0.6560789,1,1,km_from_last_login
0.83146185,3.0187378,0.6771824,0.060367633,0.0016202696,2.3453603,-0.56602323,-0.5048423,-0.78023016,0.62131345,-0.03732122,-0.8392014,-0.9279621,-0.38685185,-0.2655849,0.01614933,0.3123366,-1.0343903,0.027620394,0.92305374,1,1,km_from_last_login
-0.94272274,-0.17841238,-0.45677656,0.054666046,0.0034688702,3.6779883,0.03472275,-0.008688516,-0.29858157,-0.06847111,-0.20779052,4.938267,1.0503229,-0.12246458,0.80858094,-0.018521514,-0.10097466,0.05696106,0.025850167,0.9997148,1,1,actions_per_minute
-0.59161496,3.4551759,1.6317066,-0.06164481,0.0033965542,2.1066022,0.035303738,-0.28293929,0.1878615,-0.13941114,0.04514826,-2.3390431,-0.099110514,0.044447556,-0.16077906,-0.21922313,0.16857895,0.16701975,0.02389049,0.9799683,1,1,km_from_last_login
-0.9652438,-0.4633983,1.1046503,-0.1510068,0.0029112897,3.4282038,0.030077707,-0.07168043,0.06505397,-0.08436021,-0.028607452,5.357632,0.47606194,0.10953289,0.84190065,-0.109910354,0.25095457,-0.6168466,-0.5132832,0.9998117,1,1,actions_per_minute
0.016732154,-0.32998577,-0.610273,0.004701072,0.001377498,3.3263602,-0.29831952,-0.060797717,-0.336171,0.77731353,0.0024354805,5.787791,2.6037757,-0.22851591,0.6712845,-0.1100802,0.0002832286,0.04303401,-0.3660292,0.99997985,1,1,actions_per_minute
-0.021594778,-0.25068456,-0.90233076,-0.005387806,0.001990174,3.6404142,0.032312445,-0.0048408997,-0.2191118,-0.071188994,-0.03567795,5.330924,2.689227,-0.32995674,0.82494235,-0.21116376,0.1445425,0.05177149,0.020655831,0.9999751,1,1,actions_per_minute
0.20069624,-0.29179484,-0.79374677,0.0008714156,0.001374576,3.2827408,-0.31259587,-0.05721498,-0.25796154,0.5461896,0.084943034,6.200494,2.5315871,-0.17142828,0.4167947,-0.1186226,0.035034347,0.04663713,-0.4688992,0.9999794,1,1,actions_per_minute
0.25691292,-0.27367246,-1.6688644,0.19089966,0.0026607176,4.4390135,0.042704064,0.03270983,0.11576756,-0.08235041,-0.36899313,-0.53944814,1.0287387,-0.044075068,0.90553087,0.076266326,-0.0068092733,0.08088519,0.061647438,0.98469824,1,1,is_new_device
-0.52000415,-0.46015838,-0.6255661,-0.02309388,0.0022928629,3.0050542,-0.24696578,-0.07832957,-0.17694338,0.65000445,0.3610629,6.3923864,2.5421627,-0.03701736,-0.57768065,0.05378522,-0.13333543,0.050644953,0.012289794,0.9999591,1,1,actions_per_minute
-0.29406196,-0.5077876,-0.6712544,-0.039620224,0.002056528,3.4111497,0.026729722,-0.09062856,-0.18156673,-0.08506638,0.17077771,5.9842486,2.6976411,-0.33782274,-0.27192235,0.04389047,-0.11334345,0.06252118,0.013561359,0.99994075,1,1,actions_per_minute
0.48686397,-0.27420017,-0.92879677,-0.02162701,0.0012619855,3.169694,-0.30411905,-0.049374644,-0.25876674,0.5795946,0.013820774,6.0820675,1.3119608,-0.0947286,0.6778123,-0.061603356,0.20625213,-0.50017107,-0.39465454,0.9999292,1,1,actions_per_minute
0.12444854,3.5262938,0.8242225,0.12642893,0.002136536,2.3828828,-0.63034433,-0.23591311,-0.27722976,0.25252938,-0.015280537,-0.8069181,-0.6414589,0.082723744,-0.1164847,0.09278707,0.21645732,0.098943986,0.03769905,0.99302727,1,1,km_from_last_login
-1.2127432,-0.23024867,0.11074164,-0.08213366,0.0035115038,3.5956895,0.030421767,-0.100657605,0.038605627,-0.085977726,-0.16290286,5.1537395,2.432062,-0.14376587,0.69288176,0.028724127,-0.14715786,0.04979955,0.023622008,0.9999503,1,1,actions_per_minute
-0.05416757,-0.3953426,-0.72506636,0.022210829,0.0013966223,3.4277549,-0.3140799,-0.039677713,-0.3290517,0.8206774,-0.021732256,5.9501615,1.2307879,0.08045329,0.7549911,0.016526243,-0.06255273,0.04596632,-0.33186752,0.9999542,1,1,actions_per_minute
0.27202383,-0.2902254,-0.72849196,0.00091388286,0.001377498,3.3353317,-0.29810745,-0.063120656,-0.2666628,0.39812407,0.034818087,6.0153894,2.5948117,0.006088179,0.58529794,-0.0778708,-0.07888277,0.040037673,-0.36678267,0.9999838,1,1,actions_per_minute
0.36572668,-0.52773416,-0.7332371,-0.003220853,0.001374576,3.1955884,-0.31298423,-0.09275675,-0.30323875,0.51506907,0.04751869,6.1168923,2.4696894,0.010829052,0.6531971,-0.12737878,0.037692603,0.041776482,-0.33782926,0.9999821,1,1,actions_per_minute
-0.4066617,-0.3268382,-0.8390707,-0.009629302,0.0023415508,3.1445568,-0.24497236,-0.08625034,0.080645114,0.69917715,0.2801662,6.389988,2.5896592,-0.26391435,-0.8836308,-0.036697317,0.13668233,-0.47131443,0.011034838,0.99993753,1,1,actions_per_minute
0.20936054,-0.35973552,-0.9282381,-0.026190469,0.0028249612,3.3636923,0.025569515,-0.12545097,0.057709586,-0.08460971,-0.03657731,5.8953104,2.5588968,-0.028927453,-0.3339098,0.037789505,-0.07356513,0.064862676,0.014415893,0.9999609,1,1,actions_per_minute
-0.5383092,4.9196978,1.8121002,-0.006865191,0.00438956,-1.3321569,0.044638112,0.11713633,0.18519486,-0.16815583,0.2464518,-0.4602474,-0.9165047,-0.25920185,-0.062389582,0.16518384,0.2442317,0.25089997,0.015125529,0.9848734,1,1,km_from_last_login
1.0648965,4.4227324,1.3013809,0.12564597,0.002747763,-1.5203698,0.049622282,0.066623166,0.2520678,-0.16861151,-0.31896162,-0.49179128,-0.17124802,-0.39764237,-0.045143567,0.19801912,0.16860043,0.20492977,0.02011114,0.99079216,1,1,km_from_last_login
-0.47952935,-0.3532295,-0.43146518,0.01632684,0.001417689,3.4657001,-0.3036116,-0.035405435,-0.25758082,0.81490743,0.12091087,5.948084,1.3648986,0.108031526,0.76334536,-0.11674753,0.060933743,0.055353016,-0.32939893,0.99996734,1,1,actions_per_minute
0.35277918,-0.508758,-0.8718972,-0.008252023,0.0014913315,3.2431178,-0.32333577,-0.049773686,-0.2693562,0.80237573,-0.006737669,6.13667,1.0874575,0.08588874,0.8127794,-0.054117218,0.039014664,0.06993378,-0.3540479,0.9999589,1,1,actions_per_minute
-0.7349466,-0.28514677,-0.46601337,-0.010141257,0.0030897898,3.0692675,-0.2481031,-0.070755295,0.07396716,0.6317393,0.20336166,6.2566137,2.3982825,0.01979479,-0.5414352,0.05178421,0.06015033,0.057864625,0.011902222,0.9999695,1,1,actions_per_minute
-0.77090186,4.184498,2.0255582,-0.21988082,0.0034411065,-1.6096004,-0.5450208,-0.34030455,-0.39129576,0.3790356,-0.26450175,-0.5196065,-0.63221383,0.05702153,-0.2549719,0.05992048,0.08944807,0.1831913,0.025351591,0.79802585,1,1,km_from_last_login
0.6909042,-0.2559495,-1.0800898,-0.0285226,0.00234409,3.0217257,0.027030371,-0.1517269,0.075912245,-0.085852,0.031304006,6.0616393,2.3628626,-0.014248625,-0.63879794,-0.1616088,-0.09233599,0.06051579,0.0170603,0.99994206,1,1,actions_per_minute
-0.36561048,-0.2935944,-0.46203145,0.0062939064,0.0014216804,3.3166373,-0.2911709,-0.05164972,-0.28958035,0.7721712,0.08264795,5.9161663,2.6650383,0.24415523,0.6848732,-0.17097165,-0.09962897,0.04034086,-0.3791697,0.9999869,1,1,actions_per_minute
-0.38607502,-0.3776238,-0.20530853,-0.012088471,0.001147765,3.4404745,-0.27529714,-0.061168026,-0.22982813,0.7759656,0.1159101,5.9348264,2.61126,-0.269973,0.62512684,-0.1488439,0.18028536,-0.38172412,-0.30928615,0.99998236,1,1,actions_per_minute
-0.063882425,-0.3014803,-0.66173124,0.029839862,0.0026894393,3.6468117,0.035023674,-0.15915188,0.111146785,-0.073831536,0.23008475,4.7676263,1.0877407,-0.037308447,1.0017763,0.0040719556,-0.1322632,0.07756801,0.038183406,0.99992645,1,1,actions_per_minute
1.831193,4.4019556,0.42348564,0.18953604,0.0038956748,-1.4056168,0.045984335,0.08856481,0.21651444,-0.18566705,-0.016416347,-0.95246947,-0.26750124,-0.0138109345,0.025091324,0.02794322,-0.13296464,0.19832137,0.016262319,0.98798066,1,1,km_from_last_login
-0.39808995,-0.34644693,-0.71018714,-0.05267892,0.003164869,3.1780899,0.02635284,-0.024126511,0.0689774,-0.08563861,-0.023595108,5.8911133,2.6616204,-0.005789757,-0.97599614,0.01560848,0.13985607,0.054979797,0.016567258,0.99991286,1,1,actions_per_minute
1.6401736,3.548449,0.07529734,0.016084395,0.0032041005,2.4055443,0.03737351,0.061648615,0.13456671,-0.1147224,0.11962003,-0.65004164,-0.6100408,0.10992405,-0.42925674,-0.03670373,-0.0057141674,0.1028557,0.034043938,0.9982687,1,1,km_from_last_login
-0.9710727,-0.23209459,-0.51007867,0.0035930555,0.0015600547,3.3696334,-0.28993484,-0.051214367,-0.22843331,0.27131534,0.09362828,6.052611,2.5754192,-0.011088461,0.58069456,-0.13719855,0.0051071476,0.042851333,-0.319316,0.9999614,1,1,actions_per_minute
-1.0532664,-0.4262506,0.1983052,-0.05902588,0.0014427437,3.4709516,-0.29591346,-0.03601517,-0.21060641,0.6425658,0.08472781,5.814913,0.99465585,-0.40819338,0.7065384,-0.23134214,-0.016084814,-0.5430142,-0.38044173,0.9997167,1,1,actions_per_minute
